Project Code,Target Name,RA,Dec,RA_HMS,Dec_DMS,Long Offset,Lat Offset,Velocity,Vel. Frame,Vel. Convention,Mosaic,Mos. Length,Mos. Width,Mos. PA,Mos. Spacing,Mos. Coord.,Band,Req. Ang. Res.,Req. LAS,Use 7-m?,Use TP?,Polarization,Ref.Frequency,Ref.Freq.Width,Req.Sensitivity,Is Sky Freq?,SPS Start Freq.,SPS End Freq.,SPS Bandwidth,SPS Spec. Res.,Freq SPW 1,Freq SPW 2,Freq SPW 3,Freq SPW 4,Freq SPW 5,Freq SPW 6,Freq SPW 7,Freq SPW 8,Freq SPW 9,Freq SPW 10,Freq SPW 11,Freq SPW 12,Freq SPW 13,Freq SPW 14,Freq SPW 15,Freq SPW 16,Bandwidth SPW 1,Bandwidth SPW 2,Bandwidth SPW 3,Bandwidth SPW 4,Bandwidth SPW 5,Bandwidth SPW 6,Bandwidth SPW 7,Bandwidth SPW 8,Bandwidth SPW 9,Bandwidth SPW 10,Bandwidth SPW 11,Bandwidth SPW 12,Bandwidth SPW 13,Bandwidth SPW 14,Bandwidth SPW 15,Bandwidth SPW 16,Spec.Res. SPW 1,Spec.Res. SPW 2,Spec.Res. SPW 3,Spec.Res. SPW 4,Spec.Res. SPW 5,Spec.Res. SPW 6,Spec.Res. SPW 7,Spec.Res. SPW 8,Spec.Res. SPW 9,Spec.Res. SPW 10,Spec.Res. SPW 11,Spec.Res. SPW 12,Spec.Res. SPW 13,Spec.Res. SPW 14,Spec.Res. SPW 15,Spec.Res. SPW 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539518.7985,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539535.498,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539552.2515,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539569.005,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539585.76,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539602.5135,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539619.213,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539635.968,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539652.7215,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539669.475,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539686.23,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539702.9295,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539719.683,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539736.4365,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539753.1915,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539769.945,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539786.6445,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539803.3995,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539820.153,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539836.9065,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539853.6615,8482.383,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539870.361,8472.724,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539468.535,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539485.29,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539502.0435,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539518.7985,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539535.498,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539552.2515,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539569.005,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539585.76,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539602.5135,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539619.213,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539635.968,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539652.7215,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539669.475,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539686.23,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539702.9295,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539719.683,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539736.4365,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539753.1915,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539769.945,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539786.6445,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539803.3995,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539820.153,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539836.9065,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539853.6615,8501.703,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539870.361,8492.042,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539468.535,8511.362,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539485.29,8521.021,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539502.0435,8511.362,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539518.7985,8521.021,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539535.498,8511.362,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539552.2515,8521.021,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539569.005,8511.362,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539585.76,8521.021,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-07 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539602.5135,8511.362,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
