Project Code,Target Name,RA,Dec,RA_HMS,Dec_DMS,Long Offset,Lat Offset,Velocity,Vel. Frame,Vel. Convention,Mosaic,Mos. Length,Mos. Width,Mos. PA,Mos. Spacing,Mos. Coord.,Band,Req. Ang. Res.,Req. LAS,Use 7-m?,Use TP?,Polarization,Ref.Frequency,Ref.Freq.Width,Req.Sensitivity,Is Sky Freq?,SPS Start Freq.,SPS End Freq.,SPS Bandwidth,SPS Spec. Res.,Freq SPW 1,Freq SPW 2,Freq SPW 3,Freq SPW 4,Freq SPW 5,Freq SPW 6,Freq SPW 7,Freq SPW 8,Freq SPW 9,Freq SPW 10,Freq SPW 11,Freq SPW 12,Freq SPW 13,Freq SPW 14,Freq SPW 15,Freq SPW 16,Bandwidth SPW 1,Bandwidth SPW 2,Bandwidth SPW 3,Bandwidth SPW 4,Bandwidth SPW 5,Bandwidth SPW 6,Bandwidth SPW 7,Bandwidth SPW 8,Bandwidth SPW 9,Bandwidth SPW 10,Bandwidth SPW 11,Bandwidth SPW 12,Bandwidth SPW 13,Bandwidth SPW 14,Bandwidth SPW 15,Bandwidth SPW 16,Spec.Res. SPW 1,Spec.Res. SPW 2,Spec.Res. SPW 3,Spec.Res. SPW 4,Spec.Res. SPW 5,Spec.Res. SPW 6,Spec.Res. SPW 7,Spec.Res. SPW 8,Spec.Res. SPW 9,Spec.Res. SPW 10,Spec.Res. SPW 11,Spec.Res. SPW 12,Spec.Res. SPW 13,Spec.Res. SPW 14,Spec.Res. SPW 15,Spec.Res. SPW 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540021.093,9061.953,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540037.7925,9052.294,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539887.1145,9081.273,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539903.8695,9071.612,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539920.623,9081.273,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539937.3765,9071.612,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539954.076,9081.273,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539970.831,9071.612,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539987.5845,9081.273,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540004.3395,9071.612,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540021.093,9081.273,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540037.7925,9071.612,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539887.1145,9100.591,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539903.8695,9090.932,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539920.623,9100.591,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539937.3765,9090.932,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539954.076,9100.591,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539970.831,9090.932,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539987.5845,9100.591,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540004.3395,9090.932,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540021.093,9100.591,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540037.7925,9090.932,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539887.1145,9119.91,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539903.8695,9110.251,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539920.623,9119.91,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539937.3765,9110.251,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539954.076,9119.91,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539970.831,9110.251,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539987.5845,9119.91,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540004.3395,9110.251,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540021.093,9119.91,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540037.7925,9110.251,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539887.1145,9139.229,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539903.8695,9129.57,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539920.623,9139.229,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539937.3765,9129.57,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539954.076,9139.229,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539970.831,9129.57,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539987.5845,9139.229,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540004.3395,9129.57,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540021.093,9139.229,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540037.7925,9129.57,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539887.1145,9158.549,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539903.8695,9148.889,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539920.623,9158.549,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539937.3765,9148.889,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539954.076,9158.549,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539970.831,9148.889,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539987.5845,9158.549,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540004.3395,9148.889,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540021.093,9158.549,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,540037.7925,9148.889,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539887.1145,9177.867,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539903.8695,9168.208,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539920.623,9177.867,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.1.00225.S,EPOS-14 (cm),150.2104946,2.187173611,10h00m50.52s,2d11m13.8s,539937.3765,9168.208,0,lsrk,RADIO,Custom,,,,,,ALMA_RB_04,1.5,2,FALSE,FALSE,DOUBLE,146,125,0.1905,TRUE,,,,,146,144,134,132,,,,,,,,,,,,,1875,1875,1875,1875,,,,,,,,,,,,,31.25,31.25,31.25,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
